text,label
"Mr. Riach applies for leave to appeal, and if leave is granted, appeals from a sentence of eight years imprisonment imposed in Provincial Court on 22 September 2006 on one count of aggravated assault. In the circumstances of this case, the Crown agrees with the submission of appellant’s counsel, which is that the sentence should be reduced by giving credit for time served in custody before trial, on a two-for-one basis. At trial, the appellant was convicted on one count of robbery and one count of aggravated assault. The trial judge imposed a sentence of 12 years for the robbery conviction, but gave the appellant credit for 18 months in recognition of the 9 months he had served in pre-trial custody. The net sentence for the robbery was therefore 10 1/2 years. For the aggravated assault conviction, the judge imposed a sentence of eight years imprisonment concurrent.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
" Marchen v. Dams Ford Lincoln Sales Ltd., 2010 BCCA 29",dec_name
Counsel for the Appellant: R.D. Lee & M.B. Gehlen Counsel for the Respondent: A.C. Kempf & U. Gabie,counsel
The Honourable Madam Justice Saunders The Honourable Mr. Justice Chiasson The Honourable Mr. Justice Groberman,judge
"No palpable and overriding error has been shown in the judge’s findings of fact. They are based on his appreciation of the evidence. There is no basis in principle on which this Court could interfere. I would sustain the judge’s award of special costs. 2010 BCCA 29 (CanLIII would allow this appeal to the extent of setting aside the order for payment of $18,151.73 as damages for wrongful termination, would remit this matter to the Supreme Court to determine the amount payable to Mr. Marchen in lieu of notice and would set aside the award of punitive damages. In all other respects, I would affirm the order of the trial judge.",outcome
"This case concerns the assessment of damages for wrongful dismissal in a contract which expressly limits an employer’s obligation to employ to the availability of work, whether so-called consequential damages are available to a wrongfully dismissed employee and the relationship between an award of punitive damages and special costs. Mr. Marchen entered into an Apprenticeship Agreement (the “Agreement”) with the appellant, which was terminated wrongfully. He was unable to find another sponsor and did not complete his apprenticeship. The judge awarded Mr. Marchen damages for wrongful dismissal and consequential damages based on his loss of training and loss of the status of journeyman. He also awarded punitive damages and special costs on the basis that shortly after the termination the appellant gave an incorrect explanation for the termination and advanced that explanation unsuccessfully at trial. In the result, the judge awarded Mr. Marchen: $18,151.73 damages for wrongful termination; $25,000 for consequential damages; $2,036 special damages; $100,000 punitive damages; special costs. His reasons are indexed at 2009 BCSC 400. The appellant appeals contending the Agreement was terminable on reasonable notice and challenges the awards of damages for termination, consequential damages, punitive damages and special costs.",facts
IN THE SUPREME COURT OF BRITISH COLUMBIA,court
" Scheiber v. Phyall, 2010 BCSC 135",dec_name
Counsel for the Petitioner: I. Fleming Appearing on his own behalf: C.J. Phyall,counsel
Before: The Honourable Mr. Justice Savage,judge
"As I read the agreement reached by all the parties and by Liam that is what was contemplated, which resolved the issues that arose in New Zealand, notwithstanding the correspondence of September 4, 2009, from the family court. I would urge the parties thereafter to abide the wishes of Liam, or at least give them due consideration, who at the time he has to make the next important decision will be 15, whose views should be given considerable weight in accordance with the spirit of the agreement. There is no order as to costs. Each party shall bear their own costs of this application.",outcome
"This is an application by the mother/petitioner, Liisa Scheiber (""Scheiber""), to change the residence of Liam George Phyall (""Liam"") for the period of January 2010 to the year ending essentially December 2010. There are some refinements on that. It is largely consented to but with qualifications by Liam's father, Christian John Phyall (""Phyall""). There are previous orders of the court relating to guardianship, custody, and access for Liam, including an order of this court made by Mr. Justice Curtis, March 31, 2005, which provided that ""there will be no further applications to change the child's residence without leave of this court"".",facts
IN THE SUPREME COURT OF BRITISH COLUMBIA,court
" T.T.S. v. A.S.T., 2010 BCSC 10",dec_name
The Plaintiff appearing in person Counsel for the Defendant: L.A. MacDonald,counsel
The Honourable Mr. Justice Joyce,judge
"Having said this, I do not believe that the defendant is in a position to take on the responsibility of caring for A.S. for lengthy periods of time, nor do I think that would be in A.S.’s best interest at this time. The defendant does not have the capacity at this time to find and keep fulltime employment. She requires help in setting goals and achieving those goals in terms of running her own home. I have the impression that she struggles to find things to do with A.S. during their access visits. That is not unexpected given the limited amount of time she has spent with A.S. and I do not criticize her for it but simply observe that I expect that A.S. would find it difficult to spend lengthy periods with her away from his routine and other family. Furthermore, the defendant’s apartment is not well equipped for extended stays in that there is only one bedroom and A.S. is now of an age when his privacy and personal space are more important than when he was a young child. However, I believe that the occasional overnight access is appropriate and will allow A.S. and his mother to carry on a more normal parentchild relationship.",outcome
"The principal issue to be determined in this case is the custody and guardianship of and access to the parties’ son, A.S., who is now eleven and onehalf years old. A.S. hasbeen in the primary care of his father, the plaintiff, since he was about 20 months old. The defendant, who has experienced mental health issues since before the child’s birth, concedes that the primary residence of the child should remain with the plaintiff but she seeks a greater role in the care and upbringing of her son than she has enjoyed during the past several years. She believes that her mental health is stable and that there is no reason why she cannot share custody with the plaintiff in an effective way.The plaintiff professes to want the defendant to be more involved with the child and have greater access to him but submits that her mental health issues make it inappropriate that she share custody and require the need for caution with regard to both the amount and nature of the access that the defendant has with the child.",facts
